path,size,category,keep_or_exclude,release_destination,reason,license_status,contains_old_name,contains_hardcoded_path,contains_sensitive_information
DB_Baselines/third_party_baselines/reimpl/ZELDA/README.md,1056,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/reimpl/ZELDA/run_local.py,383,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/reimpl/ZELDA/VALIDATION.md,1306,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,true
DB_Baselines/third_party_baselines/reimpl/ZELDA/Zelda- Video Analytics using Vision-Language Models.pdf,3489234,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/reimpl/ZELDA/__pycache__/run_local.cpython-313.pyc,802,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/reimpl/FiGO/__pycache__/run_local.cpython-313.pyc,799,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/convert_local_index_to_miris.py,3160,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/MIRIS/INTEGRATION_STATUS.md,1352,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/UMT/INTEGRATION_STATUS.md,1016,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VISA_VideoLISA/INTEGRATION_STATUS.md,1065,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/INTEGRATION_STATUS.md,1721,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/LOCAL_PROXY_MAPPING.md,2127,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/.gitignore,864,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/environment.yml,2181,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/LICENSE.txt,1080,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/pyproject.toml,246,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/README.md,9245,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/setup.py,37,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/local_scene_graph/Bellevue/manifest.json,354,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/local_scene_graph/Bellevue/objects.jsonl,37105142,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/local_scene_graph/Bellevue/relations.jsonl,46404602,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/experiments/count_total_queries_quivr.py,4973,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/experiments/vary_sampling_rate_quivr.py,7414,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/experiments/vary_search_space_quivr.py,12819,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/experiments/__init__.py,0,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/id_to_query.json,1675,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/alter_config-cpu_1-mem_100.sql,1243,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/alter_config-cpu_2-mem_100.sql,1243,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/alter_config-cpu_4-mem_100.sql,949,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/alter_config-cpu_8-mem_100.sql,1888,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/alter_config-demo.sql,950,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/create_table.sql,705,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/create_udf.sql,8935,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/functors.c,19669,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/load_data.sql,660,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/scripts/compute_f1_score_single_query.sh,385,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/scripts/demo_precompute.py,2431,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/scripts/eval_vocal.sh,581,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/scripts/run_vocal_scene_graph.sh,793,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/scripts/run_vocal_trajectory.sh,664,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/dsl.py,41599,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/query_graph.py,24757,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/synthesize.py,31707,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/utils.py,99627,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/__init__.py,0,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/test.py,12466,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/test_ancestors.py,6861,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/test_kleene.py,1379,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/test_pg.py,38444,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/test_postgres_execute.py,6654,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/__pycache__/setup.cpython-313.pyc,243,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/__pycache__/test.cpython-313.pyc,11888,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/__pycache__/test_ancestors.cpython-313.pyc,8657,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/__pycache__/test_kleene.cpython-313.pyc,3239,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/__pycache__/test_pg.cpython-313.pyc,31822,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/tests/__pycache__/test_postgres_execute.cpython-313.pyc,9103,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/base_method.py,7022,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/exhaustive_search.py,4163,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/quivr_original.py,29310,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/quivr_original_no_kleene.py,213,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/vocal_postgres.py,54035,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/vocal_postgres_no_active_learning.py,260,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__init__.py,0,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/__pycache__/dsl.cpython-313.pyc,60248,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/__pycache__/query_graph.cpython-313.pyc,23457,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/__pycache__/synthesize.cpython-313.pyc,37496,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/__pycache__/utils.cpython-313.pyc,93424,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/__pycache__/__init__.cpython-313.pyc,188,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/base_method.cpython-313.pyc,9496,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/exhaustive_search.cpython-313.pyc,6403,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/quivr_original.cpython-313.pyc,36406,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/quivr_original_no_kleene.cpython-313.pyc,820,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/vocal_postgres.cpython-313.pyc,64631,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/vocal_postgres_no_active_learning.cpython-313.pyc,915,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/src/methods/__pycache__/__init__.cpython-313.pyc,196,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/scripts/__pycache__/demo_precompute.cpython-313.pyc,3342,cache,exclude,,python bytecode cache,not_release_artifact,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q1.sql,5581,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q1_optimized.sql,4525,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q2.sql,5188,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q2_optimized.sql,4270,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q3.sql,4846,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q3_optimized.sql,4043,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q4.sql,5024,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q5.sql,5364,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q6.sql,5309,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q7.sql,5743,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q8.sql,5514,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/examples/q9.sql,5581,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ1_no_pruning.sql,3448,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ1_no_recursion_avoidance.sql,3495,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ1_optimized.sql,3318,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ2_no_pruning.sql,3737,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ2_no_recursion_avoidance.sql,4090,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ2_optimized.sql,3639,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ3_no_pruning.sql,3570,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ3_no_recursion_avoidance.sql,4085,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/postgres/test_optimization/SQ3_optimized.sql,3483,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/demo_queries_scene_graph/(Color(o0, 'purple'), Color(o1, 'cyan'), Far(o0, o1, 3.0)); Near(o0, o1, 1.0)_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/demo_queries_scene_graph/(Color(o0, 'red'), Color(o1, 'yellow'), LeftOf(o0, o1)); RightOf(o0, o1)_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/demo_queries_scene_graph/Duration((Color(o0, 'red'), Color(o1, 'red'), LeftOf(o0, o1)), 5); RightOf(o0, o1)_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/demo_queries_scene_graph/Duration((Color(o0, 'red'), Color(o1, 'yellow'), LeftOf(o0, o1)), 5); RightOf(o0, o1)_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o0, 'brown'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o0, 'brown'), RightQuadrant(o0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o0, 'cyan'), RightOf(o0, o1))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o0, 'red'), LeftOf(o0, o1))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o0, 'yellow'), LeftOf(o0, o1))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o1, 'brown'), Near(o0, o1, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o1, 'cyan'), RightQuadrant(o0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o1, 'gray'), LeftQuadrant(o1))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o1, 'green'), RightQuadrant(o0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o0), Color(o2, 'green'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o2), Color(o0, 'blue'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o2), Color(o0, 'brown'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o2), Color(o0, 'gray'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o2), Color(o1, 'blue'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(Behind(o0, o1), BottomQuadrant(o2), Color(o1, 'red'), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(BottomQuadrant(o0), Color(o0, 'blue'), FrontOf(o1, o2), Near(o0, o2, 1.0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(BottomQuadrant(o0), Color(o0, 'blue'), Near(o0, o1, 1.0), RightOf(o0, o1))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
"DB_Baselines/third_party_baselines/official/VOCAL_EquiVOCAL/EQUI-VOCAL-main/inputs/synthetic_scene_graph_easy/(BottomQuadrant(o0), Color(o0, 'blue'), Near(o0, o1, 1.0), RightQuadrant(o0))_labels.json",30000,third_party,exclude,,external/unvalidated baseline source or metadata,third_party_license_unclear_or_external,false,false,false
